날짜,한화
2020-10-23,46751.044200000004
2020-10-22,46341.495200000005
2020-10-21,48015.941399999996
2020-10-20,47043.8385
2020-10-19,47458.78149999999
2020-10-16,47540.578400000006
2020-10-15,47906.1675
2020-10-14,46974.875799999994
2020-10-13,46145.345499999996
2020-10-12,47447.376000000004
2020-10-09,48316.176
2020-10-08,46819.4922
2020-10-07,46348.1795
2020-10-06,45836.454
2020-10-05,43105.0
2020-10-02,45150.420000000006
2020-10-01,46801.503
2020-09-30,46218.9816
2020-09-29,47961.0962
2020-09-28,47602.7593
2020-09-25,47706.6315
2020-09-24,46922.832
2020-09-23,47323.544799999996
2020-09-22,47071.3251
2020-09-21,48656.78339999999
2020-09-18,48825.1781
2020-09-17,47811.2297
2020-09-16,45466.993
2020-09-15,44291.249599999996
2020-09-14,44056.6332
2020-09-11,43951.59559999999
2020-09-10,44785.062
2020-09-09,43687.3892
2020-09-08,46943.299199999994
2020-09-07,46218.4924
2020-09-06,46786.159199999995
2020-09-04,48767.4
2020-09-03,49281.1777
2020-09-02,50941.70280000001
2020-09-01,50792.097
2020-08-31,50854.7865
2020-08-28,50877.1452
2020-08-27,51536.914
2020-08-26,51464.0112
2020-08-25,50374.0884
2020-08-24,50296.32
2020-08-21,50711.76
2020-08-20,51002.4968
2020-08-19,50809.020000000004
2020-08-18,51095.539
2020-08-17,50254.1952
2020-08-14,50374.3932
2020-08-13,51064.417799999996
2020-08-12,49780.433399999994
2020-08-11,50438.5502
2020-08-10,49880.925
2020-08-07,50254.0386
2020-08-06,50376.1257
2020-08-05,49914.391200000005
2020-08-04,49079.9534
2020-08-03,48679.2397
2020-07-31,48448.340000000004
2020-07-30,49791.0132
2020-07-29,49515.1731
2020-07-28,50001.657999999996
2020-07-27,49390.69559999999
2020-07-24,48971.440800000004
2020-07-23,50207.438
2020-07-22,49517.3416
2020-07-21,48766.179000000004
2020-07-20,48737.520000000004
2020-07-17,48932.002400000005
2020-07-16,49141.0568
2020-07-15,48646.213
2020-07-14,47663.74800000001
2020-07-13,48515.225999999995
2020-07-10,47741.396
2020-07-09,49389.3515
2020-07-08,48961.774399999995
2020-07-07,49299.68520000001
2020-07-06,48879.906
2020-07-03,48900.77189999999
2020-07-02,48224.8962
2020-07-01,48152.61600000001
2020-06-30,47711.100399999996
2020-06-29,45787.352000000006
2020-06-26,46547.981100000005
2020-06-25,45603.685999999994
2020-06-24,47824.041000000005
2020-06-23,48891.257999999994
2020-06-22,47664.0372
2020-06-19,47239.6575
2020-06-18,46047.328799999996
2020-06-17,46390.286499999995
2020-06-16,45625.9635
2020-06-15,44606.2209
2020-06-12,44899.3076
2020-06-11,48119.3991
2020-06-10,47776.575000000004
2020-06-09,47414.203199999996
2020-06-08,48603.170699999995
2020-06-05,45818.842000000004
2020-06-04,45037.6168
2020-06-03,45163.4522
2020-06-02,43848.6804
2020-06-01,43221.3313
2020-05-29,41342.5368
2020-05-28,39381.564
2020-05-27,41767.2174
2020-05-26,40616.009999999995
2020-05-25,40166.021199999996
2020-05-24,41044.048
2020-05-22,41506.2515
2020-05-21,41046.7554
2020-05-20,39058.871999999996
2020-05-19,39853.6502
2020-05-18,35763.782999999996
2020-05-15,33770.8284
2020-05-14,31250.6784
2020-05-13,31131.65
2020-05-12,30209.394599999996
2020-05-11,30221.884499999996
2020-05-08,28802.9255
2020-05-07,29404.7358
2020-05-06,31038.9552
2020-05-05,26103.5352
2020-05-04,23404.3992
2020-05-01,23086.0
2020-04-30,19017.770800000002
2020-04-29,16180.733999999999
2020-04-28,15695.9856
2020-04-27,20481.8184
2020-04-24,20394.9154
2020-04-23,17389.888
2020-04-22,16221.8304
2020-04-21,-17189.899999999998
2020-04-20,21926.691000000003
2020-04-17,24376.0
2020-04-16,24677.906499999997
2020-04-15,25127.7656
2020-04-14,27131.624
2020-04-13,30331.800000000003
2020-04-09,32435.038800000002
2020-04-08,30933.9
2020-04-07,33052.748999999996
2020-04-06,32830.6124
2020-04-03,31173.765
2020-04-02,26307.707199999997
2020-04-01,24780.686999999998
2020-03-31,24512.691000000003
2020-03-30,25350.6253
2020-03-27,27778.2159
2020-03-26,28754.4375
2020-03-25,29266.9078
2020-03-24,28374.269000000004
2020-03-23,26772.2264
2020-03-20,29310.7379
2020-03-19,26336.3
2020-03-18,32050.7874
2020-03-17,34434.024900000004
2020-03-16,40927.950000000004
2020-03-13,37318.1637
2020-03-12,40214.4428
2020-03-11,42207.6654
2020-03-10,36655.6789
2020-03-09,39615.2527
2020-03-06,54985.37
2020-03-05,56134.1865
2020-03-05,55866.95940000001
2020-03-04,55550.6736
2020-03-03,56528.63479999999
2020-03-02,51544.587
2020-02-28,54964.6621
2020-02-27,57780.70710000001
2020-02-26,59714.891200000005
2020-02-25,60939.20359999999
2020-02-24,62299.44000000001
2020-02-21,63622.78600000001
2020-02-20,63708.335
2020-02-19,62333.4352
2020-02-18,62082.6672
2020-02-17,61744.45120000001
2020-02-16,61692.2145
2020-02-14,60663.327
2020-02-13,60524.8128
2020-02-12,58383.255999999994
2020-02-11,57833.3536
2020-02-10,58640.90119999999
2020-02-07,59267.66709999999
2020-02-06,59431.908200000005
2020-02-05,57467.7423
2020-02-04,57875.9654
2020-02-03,59079.782
2020-01-31,61119.954000000005
2020-01-30,61527.06280000001
2020-01-29,62590.6281
2020-01-28,61344.5973
2020-01-27,62737.71
2020-01-24,65020.302599999995
2020-01-23,65418.087900000006
2020-01-22,67461.5844
2020-01-21,68342.5334
2020-01-20,68472.5496
2020-01-19,68737.0992
2020-01-17,68005.413
2020-01-16,67531.37299999999
2020-01-15,67556.232
2020-01-14,67519.0656
2020-01-13,68724.9216
2020-01-10,69111.23790000001
2020-01-09,69784.5673
2020-01-08,73316.0564
2020-01-07,73236.6765
2020-01-06,74443.8608
2020-01-03,71996.624
2020-01-02,72250.024
2020-01-01,73184.8072
2019-12-31,73429.4232
2019-12-30,73468.2234
2019-12-27,73212.3973
2019-12-26,72761.90400000001
2019-12-25,73208.4575
2019-12-24,72135.7551
2019-12-23,71632.96979999999
2019-12-20,72196.57620000001
2019-12-19,71742.9852
2019-12-18,71266.139
2019-12-17,70669.0636
2019-12-16,70281.393
2019-12-13,70089.31999999999
2019-12-12,69286.45120000001
2019-12-11,69148.6292
2019-12-10,68839.182
2019-12-09,68994.9653
2019-12-06,67866.984
2019-12-05,68227.5088
2019-12-04,66106.6164
2019-12-03,65279.0188
2019-12-02,64648.0662
2019-11-29,67355.231
2019-11-28,66973.3207
2019-11-27,67686.432
2019-11-26,67003.0144
2019-11-25,67362.1184
2019-11-22,67919.488
2019-11-21,66703.68000000001
2019-11-20,64284.0156
2019-11-19,66433.595
2019-11-18,67639.72559999999
2019-11-15,66670.065
2019-11-14,67445.3019
2019-11-13,66482.3493
2019-11-12,66735.95229999999
2019-11-11,67300.92599999999
2019-11-08,67309.87759999999
2019-11-07,66440.59449999999
2019-11-06,67939.56259999999
2019-11-05,67016.81280000001
2019-11-04,66828.927
2019-11-01,64032.375
2019-10-31,65356.254
2019-10-30,66552.705
2019-10-29,66961.116
2019-10-28,67828.7445
2019-10-25,66852.261
2019-10-24,67185.651
2019-10-23,65262.627
2019-10-22,64354.7043
2019-10-21,64633.0027
2019-10-18,64858.7781
2019-10-17,63741.67100000001
2019-10-16,63528.3432
2019-10-15,64202.3682
2019-10-14,65634.597
2019-10-11,64388.7552
2019-10-10,62919.236600000004
2019-10-09,62839.549499999994
2019-10-08,62937.9018
2019-10-07,62575.697799999994
2019-10-04,61964.6958
2019-10-03,62001.175500000005
2019-10-02,63851.76
2019-10-01,64630.110400000005
2019-09-30,67367.9754
2019-09-27,67412.4743
2019-09-26,67609.62779999999
2019-09-25,67928.301
2019-09-24,70399.1616
2019-09-23,71783.745
2019-09-20,71240.3955
2019-09-19,70408.614
2019-09-18,71108.34719999999
2019-09-17,75175.4484
2019-09-16,74559.2552
2019-09-13,66882.611
2019-09-12,67879.4445
2019-09-11,70071.7927
2019-09-10,69780.4947
2019-09-09,68523.52
2019-09-06,68137.11779999999
2019-09-05,67615.01550000001
2019-09-04,65422.7536
2019-09-03,66927.29999999999
2019-09-02,66135.93840000001
2019-09-01,67052.70000000001
2019-08-30,68773.7372
2019-08-29,67507.5104
2019-08-28,67577.3442
2019-08-27,65233.9968
2019-08-26,64876.072499999995
2019-08-23,66693.429
2019-08-22,66925.4972
2019-08-21,66605.336
2019-08-20,66261.95400000001
2019-08-19,65056.7016
2019-08-16,64823.6554
2019-08-15,65010.384000000005
2019-08-14,66862.98340000001
2019-08-13,64575.927
2019-08-12,63927.57839999999
2019-08-09,62192.6968
2019-08-08,61371.577399999995
2019-08-07,63068.7204
2019-08-06,64824.51500000001
2019-08-05,65371.105800000005
2019-08-02,64215.9414
2019-08-01,67983.00600000001
2019-07-31,68641.0938
2019-07-30,67526.3654
2019-07-29,66367.70400000001
2019-07-26,65718.8686
2019-07-25,65310.20599999999
2019-07-24,67000.30559999999
2019-07-23,65576.7899
2019-07-22,65314.7094
2019-07-19,64436.2796
2019-07-18,65494.69000000001
2019-07-17,66408.5656
2019-07-16,68514.6342
2019-07-15,69568.86750000001
2019-07-12,70091.8826
2019-07-11,70075.3448
2019-07-10,68472.832
2019-07-09,67625.5172
2019-07-08,68483.4465
2019-07-05,68103.7482
2019-07-04,67934.4012
2019-07-03,66857.6097
2019-07-02,69738.4794
2019-07-01,70176.86540000001
2019-06-28,69983.8272
2019-06-27,69859.7709
2019-06-26,69480.6256
2019-06-25,68024.0714
2019-06-24,68093.4384
2019-06-21,68070.688
2019-06-20,64388.1876
2019-06-19,64585.0827
2019-06-18,61765.433000000005
2019-06-17,62188.35
2019-06-14,61867.217000000004
2019-06-13,60763.085999999996
2019-06-12,63157.9104
2019-06-11,63730.2354
2019-06-10,64802.6976
2019-06-07,63445.473
2019-06-06,61595.767799999994
2019-06-05,62733.719399999994
2019-06-04,62823.7998
2019-06-03,63504.6276
2019-05-31,66351.792
2019-05-30,69766.92079999999
2019-05-29,69295.6077
2019-05-28,69097.7196
2019-05-27,68710.94550000002
2019-05-26,68626.19959999999
2019-05-24,67934.5626
2019-05-23,71470.9063
2019-05-22,73289.5375
2019-05-21,73328.2458
2019-05-20,72918.8789
2019-05-17,73219.8312
2019-05-16,71813.826
2019-05-15,70149.5922
2019-05-14,69440.6514
2019-05-13,70021.4535
2019-05-10,70091.4604
2019-05-09,70224.0056
2019-05-08,69899.6736
2019-05-07,70569.167
2019-05-06,69705.8496
2019-05-03,70287.63799999999
2019-05-02,72386.2717
2019-05-01,72344.472
2019-04-30,72615.3538
2019-04-29,71608.7725
2019-04-26,74009.17289999999
2019-04-25,74672.6327
2019-04-24,75261.758
2019-04-23,74542.09
2019-04-22,72769.28
2019-04-18,72420.0
2019-04-17,73275.91679999999
2019-04-16,72207.25589999999
2019-04-15,72231.15359999999
2019-04-12,72363.0922
2019-04-11,72759.87680000001
2019-04-10,72314.931
2019-04-09,72829.316
2019-04-08,71722.4916
2019-04-05,70577.409
2019-04-04,71026.25
2019-04-03,70814.52
2019-04-02,69748.87640000001
2019-04-01,68177.8248
2019-03-29,67512.973
2019-03-28,67411.27799999999
2019-03-27,67736.6514
2019-03-26,66557.8872
2019-03-25,66438.6108
2019-03-22,67513.0042
2019-03-21,67524.74399999999
2019-03-20,66013.87000000001
2019-03-19,65832.1461
2019-03-18,65233.707
2019-03-15,65724.86809999999
2019-03-14,65680.5105
2019-03-13,64124.6298
2019-03-12,63736.9392
2019-03-11,63140.426999999996
2019-03-08,63565.0092
2019-03-07,63303.68000000001
2019-03-06,63348.2052
2019-03-05,63296.8205
2019-03-04,62864.0217
2019-03-01,64318.140999999996
2019-02-28,64114.17
2019-02-27,62764.71
2019-02-26,61980.432199999996
2019-02-25,64022.396199999996
2019-02-22,63603.96000000001
2019-02-21,63673.776000000005
2019-02-20,62151.5776
2019-02-19,62362.5978
2019-02-18,63025.94709999999
2019-02-17,62826.7067
2019-02-15,61494.299999999996
2019-02-14,60783.7816
2019-02-13,60379.9295
2019-02-12,59490.486
2019-02-11,59314.11759999999
2019-02-08,59042.793000000005
2019-02-07,60454.873199999995
2019-02-06,60311.924999999996
2019-02-05,61561.149000000005
2019-02-04,61877.0796
2019-02-01,60371.8379
2019-01-31,60694.8104
2019-01-30,59779.4692
2019-01-29,58252.4392
2019-01-28,59778.316
2019-01-25,59863.57130000001
2019-01-24,58750.293999999994
2019-01-23,58970.41500000001
2019-01-22,59871.33899999999
2019-01-21,59940.90299999999
2019-01-20,60450.717599999996
2019-01-18,58740.9918
2019-01-17,58751.72799999999
2019-01-16,58508.840000000004
2019-01-15,57330.62
2019-01-14,58080.3748
2019-01-11,59061.23880000001
2019-01-10,58834.5154
2019-01-09,56234.159999999996
2019-01-08,55197.9329
2019-01-07,54364.064999999995
2019-01-04,52754.058
2019-01-03,52252.057799999995
2019-01-02,51687.132
2019-01-01,51486.21530000001
2018-12-31,50587.614
2018-12-28,50627.430400000005
2018-12-27,51774.1358
2018-12-26,47543.789
2018-12-25,48184.079999999994
2018-12-24,50792.6475
2018-12-21,51960.950000000004
2018-12-20,53574.8689
2018-12-19,51891.2547
2018-12-18,55722.85999999999
2018-12-17,57912.5
2018-12-14,59614.4286
2018-12-13,57868.8
2018-12-12,58502.45350000001
2018-12-11,57059.9036
2018-12-10,58686.19790000001
2018-12-07,58628.552
2018-12-06,59934.756199999996
2018-12-05,59873.715000000004
2018-12-04,60068.778
2018-12-03,58832.11600000001
2018-11-30,57239.36610000001
2018-11-29,56444.2983
2018-11-28,58369.9704
2018-11-27,57638.7282
2018-11-26,56960.661199999995
2018-11-23,62376.8988
2018-11-22,62272.66160000001
2018-11-21,61064.2786
2018-11-20,65487.72899999999
2018-11-19,64512.193600000006
2018-11-16,64493.27879999999
2018-11-15,63626.3956
2018-11-14,62634.7275
2018-11-13,66634.496
2018-11-12,69113.02
2018-11-09,68558.1975
2018-11-08,69270.4156
2018-11-07,69831.027
2018-11-06,70945.05
2018-11-05,71528.2945
2018-11-02,72599.55
2018-11-01,73451.94559999999
2018-10-31,75248.6616
2018-10-30,75471.0912
2018-10-29,76569.9515
2018-10-26,75352.225
2018-10-25,74285.3748
2018-10-24,73642.57810000001
2018-10-23,77200.5
2018-10-22,77322.0459
2018-10-19,76613.2268
2018-10-18,78227.7118
2018-10-17,80839.06039999999
2018-10-16,79989.31599999999
2018-10-15,80265.7905
2018-10-12,79434.2605
2018-10-11,81606.5576
2018-10-10,84091.79779999999
2018-10-09,83263.62
2018-10-08,83389.75200000001
2018-10-05,83587.0914
2018-10-04,85625.55820000001
2018-10-03,84855.552
2018-10-02,85119.01199999999
2018-10-01,82286.3475
2018-09-28,80770.86360000001
2018-09-27,80533.1036
2018-09-26,80171.289
2018-09-25,80605.71250000001
2018-09-24,79247.1144
2018-09-21,78004.83600000001
2018-09-20,79121.537
2018-09-19,77294.44799999999
2018-09-18,76694.8
2018-09-17,77463.534
2018-09-14,76890.71040000001
2018-09-13,78477.7472
2018-09-12,78091.5915
2018-09-11,75593.08200000001
2018-09-10,76456.877
2018-09-07,76973.8836
2018-09-06,77440.3344
2018-09-05,78941.91
2018-09-04,78975.7
2018-09-03,78536.894
2018-09-02,78171.2647
2018-08-31,78265.42719999999
2018-08-30,78542.257
2018-08-29,76984.12800000001
2018-08-28,77767.51530000001
2018-08-27,76763.42929999999
2018-08-24,75589.675
2018-08-23,76151.95109999999
2018-08-22,73677.2176
2018-08-21,74922.1844
2018-08-20,73664.3115
2018-08-17,73820.6985
2018-08-16,73659.1455
2018-08-15,75155.3544
2018-08-14,76547.99380000001
2018-08-13,76680.86959999999
2018-08-10,75215.98
2018-08-09,75381.86560000002
2018-08-08,78059.2638
2018-08-07,77493.20800000001
2018-08-06,77452.98950000001
2018-08-03,76884.5257
2018-08-02,75536.3232
2018-08-01,76329.55920000002
2018-07-31,78396.4575
2018-07-30,77032.4125
2018-07-27,77591.4412
2018-07-26,77627.8944
2018-07-25,76679.2377
2018-07-24,76046.51400000001
2018-07-23,76571.2708
2018-07-20,77623.8174
2018-07-19,76967.43000000001
2018-07-18,75175.55900000001
2018-07-17,75550.7165
2018-07-16,78275.7896
2018-07-13,78254.81820000001
2018-07-12,77907.806
2018-07-11,81827.018
2018-07-10,80640.66600000001
2018-07-09,80235.3779
2018-07-06,79135.70880000001
2018-07-05,79936.80240000002
2018-07-04,80216.5
2018-07-03,79458.94879999998
2018-07-02,78525.30060000002
2018-06-29,78594.36069999999
2018-06-28,77352.74909999999
2018-06-27,75787.3368
2018-06-26,73717.2754
2018-06-25,74029.3125
2018-06-22,71512.29310000001
2018-06-21,70267.28940000001
2018-06-20,70200.29980000001
2018-06-19,71196.8358
2018-06-18,69374.90000000001
2018-06-15,72128.18
2018-06-14,71786.38100000001
2018-06-13,71385.1943
2018-06-12,71506.3905
2018-06-11,70642.2112
2018-06-08,71325.0398
2018-06-07,69686.7165
2018-06-06,69950.2678
2018-06-05,69212.4026
2018-06-04,70932.6308
2018-06-01,72330.3001
2018-05-31,73701.92959999999
2018-05-30,71826.314
2018-05-29,72654.078
2018-05-28,72771.0915
2018-05-27,72395.4912
2018-05-25,75618.81450000001
2018-05-24,76679.9616
2018-05-23,77712.2259
2018-05-22,78502.12019999999
2018-05-21,76993.2016
2018-05-18,77416.068
2018-05-17,76655.072
2018-05-16,75793.2542
2018-05-15,75783.288
2018-05-14,75273.9394
2018-05-11,76500.08600000001
2018-05-10,76335.76640000001
2018-05-09,75025.65149999999
2018-05-08,74708.004
2018-05-07,74376.97849999998
2018-05-04,73275.13500000001
2018-05-03,72472.4208
2018-05-02,71716.8987
2018-05-01,72555.6768
2018-04-30,71894.16100000001
2018-04-27,72108.8836
2018-04-26,72149.8968
2018-04-25,72023.67
2018-04-24,73401.412
2018-04-23,73345.3686
2018-04-20,73419.7734
2018-04-19,74545.625
2018-04-18,72095.0828
2018-04-17,70747.263
2018-04-16,72049.0048
2018-04-13,72117.05820000001
2018-04-12,71458.545
2018-04-11,70166.2143
2018-04-10,67386.64799999999
2018-04-09,66145.93999999999
2018-04-06,67842.41100000001
2018-04-05,67746.084
2018-04-04,68302.6549
2018-04-03,67130.67270000001
2018-04-02,69061.6436
2018-03-29,69714.47230000001
2018-03-28,69849.473
2018-03-27,70958.5052
2018-03-26,71515.339
2018-03-23,69515.606
2018-03-22,70128.88500000001
2018-03-21,68625.8028
2018-03-20,67112.712
2018-03-19,66960.1023
2018-03-16,65773.7429
2018-03-15,65058.639500000005
2018-03-14,64924.55069999999
2018-03-13,65300.13479999999
2018-03-12,66503.51100000001
2018-03-09,65396.5662
2018-03-08,66396.47129999999
2018-03-07,67571.203
2018-03-06,68686.55639999999
2018-03-05,67104.272
2018-03-02,66250.8804
2018-03-01,67405.2515
2018-02-28,68419.1235
2018-02-27,68614.666
2018-02-26,68059.632
2018-02-23,67184.198
2018-02-22,65692.073
2018-02-21,65605.13500000001
2018-02-20,65726.5461
2018-02-19,65694.61469999999
2018-02-18,66054.9739
2018-02-16,65714.63
2018-02-15,64817.638600000006
2018-02-14,63119.2164
2018-02-13,63347.816
2018-02-12,62942.108
2018-02-09,64263.07490000001
2018-02-08,65195.30500000001
2018-02-07,68111.87359999999
2018-02-06,67878.9802
2018-02-05,69785.24699999999
2018-02-02,70534.73129999998
2018-02-01,68788.71960000001
2018-01-31,67988.9749
2018-01-30,69797.9689
2018-01-29,70341.39840000002
2018-01-26,69595.65
2018-01-25,70318.9944
2018-01-24,68946.1492
2018-01-23,68685.0536
2018-01-22,68451.9932
2018-01-19,68619.9344
2018-01-18,69049.5204
2018-01-17,69035.7006
2018-01-16,69620.4808
2018-01-15,69786.86760000001
2018-01-14,69964.62939999999
2018-01-12,69225.1872
2018-01-11,69165.47
2018-01-10,68771.3155
2018-01-09,67671.7488
2018-01-08,67083.43239999999
2018-01-05,67647.415
2018-01-04,67759.45599999999
2018-01-03,66066.0561
2018-01-02,65473.52
2018-01-01,65459.835399999996
2017-12-29,64908.8904
2017-12-28,64776.37890000001
2017-12-27,64698.75899999999
2017-12-26,63302.68
2017-12-25,63765.6129
2017-12-22,63193.9402
2017-12-21,62893.0998
2017-12-20,62622.79619999999
2017-12-19,62521.749
2017-12-18,62937.184799999995
2017-12-15,62540.9595
2017-12-14,62210.10600000001
2017-12-13,63521.89050000001
2017-12-12,64722.470400000006
2017-12-11,64113.70250000001
2017-12-08,63425.34
2017-12-07,62670.719999999994
2017-12-06,64012.5135
2017-12-05,64028.6964
2017-12-04,64900.245599999995
2017-12-01,64074.97800000001
2017-11-30,63860.013499999994
2017-11-29,64167.472299999994
2017-11-28,64711.781200000005
2017-11-27,66305.781
2017-11-24,65363.138999999996
2017-11-23,65434.2172
2017-11-22,64420.50719999999
2017-11-21,63761.8334
2017-11-20,64107.88649999999
2017-11-17,62553.497500000005
2017-11-16,62434.253
2017-11-15,62375.822199999995
2017-11-14,64162.2312
2017-11-13,64199.132
2017-11-10,64261.54
2017-11-09,64404.796500000004
2017-11-08,64530.55360000001
2017-11-07,65013.47670000001
2017-11-06,64019.045699999995
2017-11-03,62693.762299999995
2017-11-02,62010.014800000004
2017-11-01,62464.4035
2017-10-31,61826.4192
2017-10-30,62100.39759999999
2017-10-27,60462.864
2017-10-26,59840.5321
2017-10-25,60220.62
2017-10-24,59031.1018
2017-10-23,59089.036
2017-10-20,58254.232200000006
2017-10-19,58960.678499999995
2017-10-18,58785.1726
2017-10-17,58742.1774
2017-10-16,58108.18549999999
2017-10-13,57515.644799999995
2017-10-12,57850.32
2017-10-11,57668.155199999994
2017-10-10,55926.5895
2017-10-09,55669.244999999995
2017-10-06,57451.5375
2017-10-05,56259.15320000001
2017-10-04,56824.25759999999
2017-10-03,57294.1868
2017-10-02,58528.259600000005
2017-09-29,57857.8018
2017-09-28,58548.96299999999
2017-09-27,58558.53620000001
2017-09-26,58609.4612
2017-09-25,56684.0596
2017-09-22,56913.987
2017-09-21,57223.8256
2017-09-20,56198.0888
2017-09-19,56517.0858
2017-09-18,56764.6935
2017-09-15,56668.369999999995
2017-09-14,56320.895800000006
2017-09-13,54894.904
2017-09-12,54660.9516
2017-09-11,54213.1278
2017-09-08,56104.96100000001
2017-09-07,56224.5138
2017-09-06,55363.44600000001
2017-09-05,53378.6472
2017-09-04,53325.46650000001
2017-09-03,53396.431500000006
2017-09-01,53150.966
2017-08-31,51600.47150000001
2017-08-30,51938.517400000004
2017-08-29,52455.084
2017-08-28,53842.727
2017-08-25,53208.68319999999
2017-08-24,53805.335999999996
2017-08-23,53357.2764
2017-08-22,52925.73000000001
2017-08-21,54512.808000000005
2017-08-18,52619.7932
2017-08-17,52630.81199999999
2017-08-16,53699.316
2017-08-15,53587.24110000001
2017-08-14,55084.397899999996
2017-08-11,55208.9672
2017-08-10,56551.2408
2017-08-09,56309.33
2017-08-08,56685.7898
2017-08-07,57217.437900000004
2017-08-04,56647.387500000004
2017-08-03,57194.1306
2017-08-02,56155.623999999996
2017-08-01,57755.5588
2017-07-31,57108.6585
2017-07-28,56412.741
2017-07-27,55465.891
2017-07-26,55328.0805
2017-07-25,52663.3392
2017-07-24,51762.733
2017-07-21,53445.0321
2017-07-20,53838.9388
2017-07-19,52814.262500000004
2017-07-18,52280.5122
2017-07-17,52867.900799999996
2017-07-14,52109.10719999999
2017-07-13,50889.6192
2017-07-12,51582.370200000005
2017-07-11,50418.6426
2017-07-10,49909.716
2017-07-07,50880.4325
2017-07-06,51323.8385
2017-07-05,52594.0128
2017-07-04,52628.1392
2017-07-03,51757.238
2017-06-30,50372.415700000005
2017-06-29,50261.088500000005
2017-06-28,49140.213
2017-06-27,48798.3894
2017-06-26,48297.76639999999
2017-06-23,47951.407999999996
2017-06-22,47813.5056
2017-06-21,49081.310600000004
2017-06-20,49473.609899999996
2017-06-19,50193.753500000006
2017-06-16,50203.7874
2017-06-15,50425.39399999999
2017-06-14,51484.3091
2017-06-13,51679.0442
2017-06-12,51450.34599999999
2017-06-09,51396.78110000001
2017-06-08,51904.951
2017-06-07,54656.417
2017-06-06,53736.906
2017-06-05,54158.0065
2017-06-02,54804.056
2017-06-01,55382.11800000001
2017-05-31,56324.49600000001
2017-05-30,57141.647999999994
2017-05-29,56830.113000000005
2017-05-28,56503.2845
2017-05-26,55518.96
2017-05-25,58069.9981
2017-05-24,58658.789800000006
2017-05-23,58199.2759
2017-05-22,57963.942299999995
2017-05-19,56807.0823
2017-05-18,56275.020000000004
2017-05-17,54984.9753
2017-05-16,55817.02079999999
2017-05-15,54759.742699999995
2017-05-12,54647.8425
2017-05-11,54772.57030000001
2017-05-10,53228.5285
2017-05-09,53391.2064
2017-05-08,52820.397
2017-05-05,51776.7692
2017-05-04,53959.795999999995
2017-05-03,54210.4256
2017-05-02,54828.62100000001
2017-05-01,55337.14199999999
2017-04-28,55117.797300000006
2017-04-27,55284.62320000001
2017-04-26,55243.7172
2017-04-25,54985.630800000006
2017-04-24,55774.7424
2017-04-21,56657.2688
2017-04-20,56859.0089
2017-04-19,58355.7436
2017-04-18,59557.3875
2017-04-17,59793.5954
2017-04-13,59647.566999999995
2017-04-12,61408.398
2017-04-11,60971.456699999995
2017-04-10,60110.4672
2017-04-07,59976.653
2017-04-06,58663.84
2017-04-05,58912.274399999995
2017-04-04,58034.736000000004
2017-04-03,58415.6629
2017-03-31,57903.7272
2017-03-30,56555.408
2017-03-29,55129.293300000005
2017-03-28,54358.0234
2017-03-27,54400.1412
2017-03-24,53990.565299999995
2017-03-23,54817.812
2017-03-22,55041.5824
2017-03-21,54898.06340000001
2017-03-20,56035.193999999996
2017-03-17,55717.6921
2017-03-16,55640.072799999994
2017-03-15,55532.2764
2017-03-14,55703.4495
2017-03-13,55552.2855
2017-03-10,57102.5983
2017-03-09,57511.944
2017-03-08,60359.5581
2017-03-07,60326.682
2017-03-06,60571.1763
2017-03-03,60156.77799999999
2017-03-02,61942.6899
2017-03-01,62131.51750000001
2017-02-28,63265.1684
2017-02-27,63657.168000000005
2017-02-24,63674.2167
2017-02-23,62703.26009999999
2017-02-22,63496.6798
2017-02-21,62209.5404
2017-02-20,63210.860799999995
2017-02-19,63295.194800000005
2017-02-17,63007.44389999999
2017-02-16,61536.128399999994
2017-02-15,62719.14000000001
2017-02-14,62172.42459999999
2017-02-13,63263.958
2017-02-10,63135.82200000001
2017-02-09,62938.265999999996
2017-02-08,62141.51039999999
2017-02-07,63874.8114
2017-02-06,63592.1199
2017-02-03,64231.3408
2017-02-02,64649.3474
2017-02-01,63519.3468
2017-01-31,63480.31
2017-01-30,64119.628500000006
2017-01-27,65129.118200000004
2017-01-26,63958.2032
2017-01-25,63559.062
2017-01-24,63451.029599999994
2017-01-23,64276.5158
2017-01-20,61441.075500000006
2017-01-19,61267.6719
2017-01-18,62377.478800000004
2017-01-17,62371.069500000005
2017-01-16,62080.63940000001
2017-01-15,61970.691600000006
2017-01-13,61766.11499999999
2017-01-12,60996.9101
2017-01-11,59595.557100000005
2017-01-10,60246.1554
2017-01-09,62279.05
2017-01-06,62946.84419999999
2017-01-05,62314.13850000001
2017-01-04,61555.02300000001
2017-01-03,63290.96600000001
2017-01-02,63685.025100000006
2016-12-30,62928.2405
2016-12-29,62883.6174
2016-12-28,63404.9617
2016-12-27,62996.240600000005
2016-12-26,63008.8617
2016-12-23,61660.3596
2016-12-22,61983.5788
2016-12-21,63259.1804
2016-12-20,61490.8422
2016-12-19,61051.4835
2016-12-16,59665.893000000004
2016-12-15,59368.9389
2016-12-14,61125.23000000001
2016-12-13,61247.138900000005
2016-12-12,60860.824199999995
2016-12-09,57505.9928
2016-12-08,56946.49960000001
2016-12-07,58134.048500000004
2016-12-06,58333.6359
2016-12-05,58924.787599999996
2016-12-02,58450.31859999999
2016-12-01,56073.7611
